AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
mn-11-107836,mn,11,107836,1786 3 AVENUE,40.787309,-73.947944,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",55.97%,"10,284","28,116","118,270","37,611","201,973","239,585",332,907,"3,815","1,213","6,515","7,729"
mn-11-107915,mn,11,107915,2022 3 AVENUE,40.79491138,-73.94239654,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,876","69,841","248,540","30,702","324,675","355,377",641,"2,253","8,017",990,"10,473","11,464"
mn-11-107943,mn,11,107943,2166 3 AVENUE,40.79950465,-73.9390355,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"14,238","42,275","158,324","18,365","243,156","261,521",459,"1,364","5,107",592,"7,844","8,436"
mn-11-108257,mn,11,108257,95 EAST 116 STREET,40.799528,-73.943527,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,759","67,531","222,703","37,276","323,113","360,388",766,"2,178","7,184","1,202","10,423","11,625"
mn-11-116230,mn,11,116230,2119 3 AVENUE,40.797709,-73.940035,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,976","30,484","107,602","8,176","67,280","75,456",322,983,"3,471",264,"2,170","2,434"
mn-11-120070,mn,11,120070,1421 5 AVENUE,40.8007812,-73.94624056,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,243","65,779","172,006","34,165","229,567","263,732",685,"2,122","5,549","1,102","7,405","8,507"
mn-11-120180,mn,11,120180,25 EAST 116 STREET,40.80014153,-73.94496616,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"24,332","69,146","171,446","31,326","265,745","297,070",785,"2,231","5,531","1,011","8,572","9,583"
mn-11-120199,mn,11,120199,2240 2 AVENUE,40.79636046,-73.93810732,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,990","85,348","354,958","62,368","869,010","931,378",484,"2,753","11,450","2,012","28,033","30,044"
mn-11-120214,mn,11,120214,1888 3 AVENUE,40.789608,-73.946262,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",90.47%,"13,075","70,014","265,859","38,132","289,306","327,438",422,"2,259","8,576","1,230","9,332","10,563"
mn-11-120218,mn,11,120218,1722 3 AVENUE,40.78581769,-73.94903127,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,339","61,330","210,888","88,510","719,431","807,941",688,"1,978","6,803","2,855","23,207","26,063"
mn-11-120221,mn,11,120221,1966 3 AVENUE,40.7930088,-73.94378353,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,754","58,428","192,474","25,734","276,013","301,747",573,"1,885","6,209",830,"8,904","9,734"
mn-11-120222,mn,11,120222,1945 3 AVENUE,40.7922967,-73.94398813,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,080","26,750","68,546","11,855","73,227","85,082",261,863,"2,211",382,"2,362","2,745"
mn-11-120224,mn,11,120224,1918 3 AVENUE,40.79148064,-73.94489482,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,511","53,752","132,061","12,356","93,436","105,792",500,"1,734","4,260",399,"3,014","3,413"
mn-11-120225,mn,11,120225,1896 3 AVENUE,40.790862,-73.945348,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,634","34,253","96,713","11,131","96,684","107,816",343,"1,105","3,120",359,"3,119","3,478"
mn-11-120226,mn,11,120226,1882 3 AVENUE,40.790401,-73.945683,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,061","59,657","238,707","53,017","1,372,361","1,425,378",421,"1,924","7,700","1,710","44,270","45,980"
mn-11-120229,mn,11,120229,2105 3 AVENUE,40.797303,-73.940337,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,880","27,696","131,272","8,381","148,365","156,746",286,893,"4,235",270,"4,786","5,056"
mn-11-120232,mn,11,120232,2004 3 AVENUE,40.79427312,-73.94285894,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",94.90%,"18,129","66,898","278,920","39,564","515,945","555,510",585,"2,158","8,997","1,276","16,643","17,920"
mn-11-120233,mn,11,120233,1987 3 AVENUE,40.79357,-73.943064,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,963","29,177","88,772","9,981","66,854","76,835",354,941,"2,864",322,"2,157","2,479"
mn-11-120235,mn,11,120235,2246 3 AVENUE,40.80189861,-73.93728907,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,055","69,447","268,073","35,074","638,811","673,885",453,"2,240","8,648","1,131","20,607","21,738"
mn-11-120240,mn,11,120240,2126 3 AVENUE,40.79813946,-73.94003626,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"24,625","88,278","313,936","49,198","1,017,669","1,066,867",794,"2,848","10,127","1,587","32,828","34,415"
mn-11-120242,mn,11,120242,133 EAST 124 STREET,40.80383351,-73.93810707,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,402","108,516","462,022","65,369","531,887","597,255",755,"3,501","14,904","2,109","17,158","19,266"
mn-11-120249,mn,11,120249,150 EAST 116 STREET,40.798488,-73.941542,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"29,352","97,961","295,941","43,284","245,765","289,050",947,"3,160","9,546","1,396","7,928","9,324"
mn-11-120250,mn,11,120250,145 EAST 116 STREET,40.79864627,-73.94142153,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"27,736","133,575","467,248","123,190","699,721","822,911",895,"4,309","15,073","3,974","22,572","26,546"
mn-11-120314,mn,11,120314,2256 2 AVENUE,40.79682481,-73.93776628,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"24,081","94,612","357,016","58,815","973,102","1,031,917",777,"3,052","11,517","1,897","31,390","33,288"
mn-11-132876,mn,11,132876,1915 3 AVENUE,40.79120304,-73.94478351,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,882","27,431","104,953","11,512","151,892","163,404",287,885,"3,386",371,"4,900","5,271"
mn-11-132877,mn,11,132877,210 EAST 106 STREET,40.7912824,-73.94421805,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,512","28,365","98,445","14,680","171,753","186,434",275,915,"3,176",474,"5,540","6,014"
mn-11-137841,mn,11,137841,2239 3 AVENUE,40.80154018,-73.937249,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,324","41,543","127,863","18,239","127,963","146,202",430,"1,340","4,125",588,"4,128","4,716"
mn-11-142952,mn,11,142952,2266 3 AVENUE,40.8026609,-73.93673443,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,274","52,673","208,015","19,528","229,097","248,625",428,"1,699","6,710",630,"7,390","8,020"
mn-11-143074,mn,11,143074,1950 3 AVENUE,40.79239362,-73.94423011,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,032","23,956","81,988","13,789","331,792","345,582",291,773,"2,645",445,"10,703","11,148"
mn-11-143437,mn,11,143437,2277 3 AVENUE,40.80287,-73.93627,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,331","38,056","99,054","18,853","164,472","183,324",527,"1,228","3,195",608,"5,306","5,914"
mn-11-143675,mn,11,143675,2292 3 AVENUE,40.80351567,-73.93610685,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"20,677","41,385","94,397","16,098","142,824","158,921",667,"1,335","3,045",519,"4,607","5,126"
mn-11-144673,mn,11,144673,192 EAST 125 STREET,40.803731,-73.936139,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,531","44,759","101,727","14,930","95,887","110,817",662,"1,444","3,282",482,"3,093","3,575"
mn-11-144674,mn,11,144674,186 EAST 125 STREET,40.80383418,-73.93635101,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"32,966","95,302","252,864","45,719","322,277","367,996","1,063","3,074","8,157","1,475","10,396","11,871"
mn-11-146004,mn,11,146004,189 EAST 117 STREET,40.79878582,-73.93976524,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,331","41,295","163,218","23,907","204,981","228,887",366,"1,332","5,265",771,"6,612","7,383"
mn-11-146076,mn,11,146076,2182 3 AVENUE,40.80009573,-73.93860514,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,363","40,693","121,442","13,444","127,544","140,988",431,"1,313","3,917",434,"4,114","4,548"
mn-11-146077,mn,11,146077,1928 3 AVENUE,40.79189835,-73.9445962,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,977","26,880","122,081","9,395","78,777","88,173",354,867,"3,938",303,"2,541","2,844"
mn-12-100190,mn,12,100190,565 WEST 162 STREET,40.837104,-73.942288,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,278","22,997","71,693","13,560","82,357","95,917",235,742,"2,313",437,"2,657","3,094"
mn-12-100263,mn,12,100263,1988 AMSTERDAM AVENUE,40.83386084,-73.94144661,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,293","81,782","214,841","14,231","220,923","235,154",364,"2,638","6,930",459,"7,127","7,586"
mn-12-111556,mn,12,111556,3816 BROADWAY,40.835135,-73.943873,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,380","35,897","101,735","16,494","143,653","160,147",303,"1,158","3,282",532,"4,634","5,166"
mn-12-111616,mn,12,111616,3823 BROADWAY,40.835546,-73.944011,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,506","48,429","136,832","13,618","115,435","129,053",403,"1,562","4,414",439,"3,724","4,163"
mn-12-111621,mn,12,111621,1238 ST. NICHOLAS AVENUE,40.84356713,-73.93780684,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,797","68,592","174,138","20,951","157,548","178,500",381,"2,213","5,617",676,"5,082","5,758"
mn-12-111623,mn,12,111623,1439 ST. NICHOLAS AVENUE,40.84985449,-73.93347331,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,958","40,164","163,917","13,651","349,245","362,897",353,"1,296","5,288",440,"11,266","11,706"
mn-12-111656,mn,12,111656,1536 ST. NICHOLAS AVENUE,40.85285737,-73.93100715,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"4,253","15,988","61,869","8,595","91,571","100,166",137,516,"1,996",277,"2,954","3,231"
mn-12-111670,mn,12,111670,1441 ST. NICHOLAS AVENUE,40.85003751,-73.93334198,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,177","29,098","67,113","7,844","38,148","45,992",264,939,"2,165",253,"1,231","1,484"
mn-12-111720,mn,12,111720,1430 ST. NICHOLAS AVENUE,40.84969774,-73.93332247,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",4.16%,423,628,"1,795",116,"4,904","5,020",14,20,58,4,158,162
mn-12-111735,mn,12,111735,3800 BROADWAY,40.834722,-73.944176,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,011","24,086","57,670","6,273","50,581","56,854",291,777,"1,860",202,"1,632","1,834"
mn-12-111803,mn,12,111803,2002 AMSTERDAM AVENUE,40.83424538,-73.94115905,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,961","53,040","272,155","40,033","520,131","560,163",257,"1,711","8,779","1,291","16,778","18,070"
mn-12-111857,mn,12,111857,1617 ST. NICHOLAS AVENUE,40.85541608,-73.92940254,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,190","51,795","193,950","31,970","324,885","356,856",232,"1,671","6,256","1,031","10,480","11,511"
mn-12-111868,mn,12,111868,1622 ST. NICHOLAS AVENUE,40.85561537,-73.9289967,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,926","52,138","120,892","6,959","71,562","78,521",191,"1,682","3,900",224,"2,308","2,533"
mn-12-111956,mn,12,111956,1952 AMSTERDAM AVENUE,40.83273107,-73.94226576,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,250","31,891","167,018","18,117","176,300","194,417",234,"1,029","5,388",584,"5,687","6,272"
mn-12-113582,mn,12,113582,1614 ST. NICHOLAS AVENUE,40.85642084,-73.92841499,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,252","40,808","169,881","38,871","256,769","295,640",202,"1,316","5,480","1,254","8,283","9,537"
mn-12-119814,mn,12,119814,1456 ST. NICHOLAS AVENUE,40.8502485,-73.93292644,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,400","23,869","77,687","13,765","79,956","93,721",239,770,"2,506",444,"2,579","3,023"
mn-12-120334,mn,12,120334,600 WEST 162 STREET,40.837241,-73.942876,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,888","42,791","145,042","22,889","321,382","344,271",319,"1,380","4,679",738,"10,367","11,106"
mn-12-120347,mn,12,120347,3 EDWARD MORGAN PLACE,40.834974,-73.945436,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,782","35,910","106,220","16,020","150,501","166,521",380,"1,158","3,426",517,"4,855","5,372"
mn-12-120348,mn,12,120348,3779 BROADWAY,40.83418925,-73.94544961,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,702","45,692","139,366","22,203","230,468","252,671",377,"1,474","4,496",716,"7,434","8,151"
mn-12-120445,mn,12,120445,581 WEST 161 STREET,40.836501,-73.942787,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,426","69,487","193,486","26,462","201,434","227,896",433,"2,242","6,241",854,"6,498","7,351"
mn-12-120450,mn,12,120450,3778 BROADWAY,40.83391054,-73.94477152,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,611","55,085","170,656","22,905","257,059","279,964",439,"1,777","5,505",739,"8,292","9,031"
mn-12-120451,mn,12,120451,580 WEST 156 STREET,40.83328532,-73.94509159,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,136","62,881","340,830","46,971","619,316","666,287",391,"2,028","10,995","1,515","19,978","21,493"
mn-12-120457,mn,12,120457,2017 AMSTERDAM AVENUE,40.83481514,-73.94047731,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,453","46,132","173,821","25,678","211,163","236,841",369,"1,488","5,607",828,"6,812","7,640"
mn-12-120458,mn,12,120458,481 WEST 159 STREET,40.834078,-73.940919,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,973","36,017","179,530","38,891","390,485","429,375",193,"1,162","5,791","1,255","12,596","13,851"
mn-12-120460,mn,12,120460,1976 AMSTERDAM AVENUE,40.833447,-73.94174,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,901","49,235","194,657","31,011","289,997","321,008",319,"1,588","6,279","1,000","9,355","10,355"
mn-12-120461,mn,12,120461,470 WEST 157 STREET,40.83274898,-73.94188652,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,961","42,265","164,122","24,291","351,436","375,727",257,"1,363","5,294",784,"11,337","12,120"
mn-12-120463,mn,12,120463,1941 AMSTERDAM AVENUE,40.832283,-73.942327,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,043","52,893","194,918","22,439","398,213","420,652",388,"1,706","6,288",724,"12,846","13,569"
mn-12-120468,mn,12,120468,450 WEST 162 STREET,40.835586,-73.939589,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,517","19,594","68,862","10,966","142,653","153,618",178,632,"2,221",354,"4,602","4,955"
mn-12-120469,mn,12,120469,2048 AMSTERDAM AVENUE,40.835729,-73.940075,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,259","63,310","219,589","21,184","167,221","188,405",428,"2,042","7,084",683,"5,394","6,078"
mn-12-120646,mn,12,120646,1340 ST. NICHOLAS AVENUE,40.846771,-73.935456,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,489","28,802","107,510","24,568","212,110","236,678",242,929,"3,468",793,"6,842","7,635"
mn-12-120650,mn,12,120650,1422 ST. NICHOLAS AVENUE,40.84942275,-73.93352882,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,604","91,088","256,022","32,728","260,549","293,277",761,"2,938","8,259","1,056","8,405","9,461"
mn-12-120655,mn,12,120655,1495 ST. NICHOLAS AVENUE,40.85162018,-73.93218652,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,523","26,692","105,358","13,414","128,359","141,773",210,861,"3,399",433,"4,141","4,573"
mn-12-120657,mn,12,120657,1480 ST. NICHOLAS AVENUE,40.8511646,-73.93224896,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,538","32,805","111,449","21,150","199,157","220,307",243,"1,058","3,595",682,"6,424","7,107"
mn-12-120658,mn,12,120658,1463 ST. NICHOLAS AVENUE,40.850683,-73.93287,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,553","43,622","130,525","17,342","130,150","147,492",340,"1,407","4,210",559,"4,198","4,758"
mn-12-120663,mn,12,120663,1580 ST. NICHOLAS AVENUE,40.85435846,-73.92992035,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,843","43,117","172,019","30,944","301,686","332,630",221,"1,391","5,549",998,"9,732","10,730"
mn-12-120664,mn,12,120664,1540 ST. NICHOLAS AVENUE,40.85312181,-73.9308176,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"4,996","22,696","89,029","17,906","194,524","212,430",161,732,"2,872",578,"6,275","6,853"
mn-12-120665,mn,12,120665,1516 ST. NICHOLAS AVENUE,40.85225684,-73.93145198,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"4,903","17,165","53,429","6,997","53,008","60,006",158,554,"1,724",226,"1,710","1,936"
mn-12-120666,mn,12,120666,1520 ST. NICHOLAS AVENUE,40.85241173,-73.93133833,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,368","17,979","58,617","10,938","47,022","57,960",173,580,"1,891",353,"1,517","1,870"
mn-12-120667,mn,12,120667,1500 ST. NICHOLAS AVENUE,40.85183107,-73.93177297,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,780","25,116","90,451","13,511","162,073","175,584",186,810,"2,918",436,"5,228","5,664"
mn-12-120769,mn,12,120769,1400 ST. NICHOLAS AVENUE,40.84867304,-73.9340696,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,405","52,871","168,799","27,654","264,496","292,150",432,"1,706","5,445",892,"8,532","9,424"
mn-12-120772,mn,12,120772,1359 ST. NICHOLAS AVENUE,40.84727016,-73.93536211,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,861","24,335","87,581","12,310","128,245","140,555",254,785,"2,825",397,"4,137","4,534"
mn-12-121455,mn,12,121455,1358 ST. NICHOLAS AVENUE,40.8471969,-73.9351479,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,773","26,955","81,012","16,174","130,483","146,657",283,870,"2,613",522,"4,209","4,731"
mn-12-131063,mn,12,131063,590 WEST 187 STREET,40.85291726,-73.93082739,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,189","25,226","125,967","20,630","262,903","283,533",167,814,"4,063",665,"8,481","9,146"
mn-12-134849,mn,12,134849,1339 ST. NICHOLAS AVENUE,40.84662333,-73.93583333,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,787","36,384","112,194","16,931","135,543","152,474",283,"1,174","3,619",546,"4,372","4,919"
mn-12-135041,mn,12,135041,1398 ST. NICHOLAS AVENUE,40.84844385,-73.934241,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",75.03%,"6,628","22,323","54,226","3,339","43,567","46,905",368,"1,240","3,013",185,"2,420","2,606"
mn-12-135063,mn,12,135063,3798 BROADWAY,40.834513,-73.944329,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,356","30,453","73,422","10,696","108,577","119,273",334,982,"2,368",345,"3,502","3,848"
mn-12-139589,mn,12,139589,601 WEST 178 STREET,40.84751332,-73.93536309,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,969","22,206","68,625","12,148","106,393","118,541",257,716,"2,214",392,"3,432","3,824"
qu-01-100721,qu,1,100721,32-07 BROADWAY,40.76150726,-73.92421781,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,229","21,238","75,595","9,709","60,170","69,879",201,685,"2,439",313,"1,941","2,254"
qu-01-102099,qu,1,102099,34-02 QUEENS BOULEVARD,40.744278,-73.930399,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"22,577","53,002","162,393","15,346","124,833","140,179",728,"1,710","5,238",495,"4,027","4,522"
qu-01-108362,qu,1,108362,29-24 30 AVENUE,40.76743258,-73.92268748,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,184","38,227","129,421","16,849","213,925","230,774",232,"1,233","4,175",544,"6,901","7,444"
qu-01-108373,qu,1,108373,29-01 BROADWAY,40.76272,-73.926808,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,041","17,997","47,629","7,056","73,773","80,829",195,581,"1,536",228,"2,380","2,607"
qu-01-125042,qu,1,125042,36-35 33 STREET,40.75418823,-73.92939864,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,058","18,628","70,211","8,351","72,803","81,154",195,601,"2,265",269,"2,348","2,618"
qu-01-125071,qu,1,125071,48-12 BROADWAY,40.755764,-73.912336,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,398","37,425","128,311","17,764","170,594","188,358",271,"1,207","4,139",573,"5,503","6,076"
qu-01-125081,qu,1,125081,38-04 BROADWAY,40.759199,-73.919649,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,518","89,290","244,182","42,941","298,349","341,290",468,"2,880","7,877","1,385","9,624","11,009"
qu-01-125084,qu,1,125084,29-19 BROADWAY,40.762464,-73.926262,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,214","18,504","56,500","7,938","97,668","105,606",200,597,"1,823",256,"3,151","3,407"
qu-01-125085,qu,1,125085,31-01 BROADWAY,40.76189688,-73.92505031,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,557","42,583","126,814","22,055","133,813","155,868",437,"1,374","4,091",711,"4,317","5,028"
qu-01-125086,qu,1,125086,32-21 BROADWAY,40.761341,-73.92387,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,332","28,570","89,772","9,244","61,004","70,248",333,922,"2,896",298,"1,968","2,266"
qu-01-125088,qu,1,125088,34-02 BROADWAY,40.760713,-73.922879,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,494","30,537","109,532","11,936","89,325","101,261",274,985,"3,533",385,"2,881","3,266"
qu-01-125092,qu,1,125092,23-55 BROADWAY,40.76355288,-73.92851391,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,309","30,058","89,795","9,123","70,795","79,919",268,970,"2,897",294,"2,284","2,578"
qu-01-125095,qu,1,125095,25-14 BROADWAY,40.7630995,-73.92793528,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,582","30,085","141,670","11,539","160,339","171,878",212,970,"4,570",372,"5,172","5,544"
qu-01-125105,qu,1,125105,45-02 30 AVENUE,40.76191296,-73.91093862,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"4,641","21,220","93,286","8,763","73,462","82,225",150,685,"3,009",283,"2,370","2,652"
