AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
mn-05-136910,mn,5,136910,408 8 AVENUE,40.74988,-73.994993,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,265","47,129","74,207","9,847","46,001","55,847",654,"1,520","2,394",318,"1,484","1,802"
mn-05-137100,mn,5,137100,10 WEST 15 STREET,40.736806,-73.993513,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,755","26,866","77,904","11,397","63,124","74,521",411,867,"2,513",368,"2,036","2,404"
mn-05-137138,mn,5,137138,130 MADISON AVENUE,40.74575598,-73.98452873,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,134","27,540","71,097","25,066","83,467","108,533",424,888,"2,293",809,"2,692","3,501"
mn-05-137157,mn,5,137157,159 WEST 52 STREET,40.7622099,-73.98188075,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"19,525","56,351","207,428","36,843","232,292","269,134",630,"1,818","6,691","1,188","7,493","8,682"
mn-05-137210,mn,5,137210,410 MADISON AVENUE,40.75674218,-73.97652976,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"35,690","94,123","261,367","58,134","1,044,190","1,102,324","1,151","3,036","8,431","1,875","33,684","35,559"
mn-05-137211,mn,5,137211,49 EAST 19 STREET,40.73796976,-73.9885843,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,271","46,568","191,243","27,538","265,159","292,698",557,"1,502","6,169",888,"8,554","9,442"
mn-05-137241,mn,5,137241,245 PARK AVENUE SOUTH,40.73809688,-73.9877384,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"34,420","99,608","231,545","25,075","145,086","170,161","1,110","3,213","7,469",809,"4,680","5,489"
mn-05-137326,mn,5,137326,346 8 AVENUE,40.747905,-73.996434,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,801","50,761","124,505","18,885","183,309","202,194",703,"1,637","4,016",609,"5,913","6,522"
mn-05-137863,mn,5,137863,458 7 AVENUE,40.75153962,-73.99036533,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"77,277","207,875","753,249","118,907","846,138","965,045","2,493","6,706","24,298","3,836","27,295","31,130"
mn-05-137879,mn,5,137879,96 5 AVENUE,40.73663894,-73.99328247,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",34.77%,"6,895","10,365","23,469","4,025","22,011","26,036",222,334,757,130,710,840
mn-05-138267,mn,5,138267,290 7 AVENUE,40.74615485,-73.99428583,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"31,593","67,983","166,292","31,192","190,196","221,389","1,019","2,193","5,364","1,006","6,135","7,142"
mn-05-138316,mn,5,138316,51 EAST 26 STREET,40.74232206,-73.98538074,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",85.77%,"15,267","31,453","70,916","5,961","39,575","45,536",492,"1,015","2,288",192,"1,277","1,469"
mn-05-138326,mn,5,138326,134 EAST 52 STREET,40.75779319,-73.97170313,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"41,850","143,645","555,430","96,313","1,136,195","1,232,508","1,350","4,634","17,917","3,107","36,651","39,758"
mn-05-139276,mn,5,139276,260 WEST 52 STREET,40.763424,-73.985061,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"31,280","69,893","196,902","42,044","165,471","207,515","1,009","2,255","6,352","1,356","5,338","6,694"
mn-05-139461,mn,5,139461,890 8 AVENUE,40.76421225,-73.98454459,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,338","35,987","87,408","14,104","84,530","98,634",624,"1,161","2,820",455,"2,727","3,182"
mn-05-139462,mn,5,139462,828 8 AVENUE,40.762151,-73.986052,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,071","57,897","139,205","21,292","130,500","151,792",906,"1,868","4,490",687,"4,210","4,897"
mn-05-139806,mn,5,139806,1170 BROADWAY,40.74512705,-73.98867089,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"39,275","102,746","365,717","58,435","328,102","386,536","1,267","3,314","11,797","1,885","10,584","12,469"
mn-05-142002,mn,5,142002,248 WEST 48 STREET,40.760895,-73.986836,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"24,442","49,650","122,058","31,488","141,322","172,810",788,"1,602","3,937","1,016","4,559","5,575"
mn-05-144509,mn,5,144509,28 EAST 30 STREET,40.745126,-73.984639,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,063","79,569","215,238","64,199","226,675","290,874",712,"2,567","6,943","2,071","7,312","9,383"
mn-05-144692,mn,5,144692,737 7 AVENUE,40.76032636,-73.98369329,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"54,415","111,665","262,147","89,367","296,296","385,662","1,755","3,602","8,456","2,883","9,558","12,441"
mn-06-103457,mn,6,103457,200 EAST 25 STREET,40.7399752,-73.98203484,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,727","40,057","115,088","9,316","56,919","66,234",443,"1,292","3,713",301,"1,836","2,137"
mn-06-107988,mn,6,107988,949 2 AVENUE,40.755193,-73.968444,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,005","23,850","71,727","10,378","60,344","70,721",323,769,"2,314",335,"1,947","2,281"
mn-06-109579,mn,6,109579,945 2 AVENUE,40.75504319,-73.96855237,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,112","49,717","129,583","16,768","129,819","146,587",681,"1,604","4,180",541,"4,188","4,729"
mn-06-120627,mn,6,120627,132 EAST 51 STREET,40.75694469,-73.971614,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.46%,"32,293","82,390","188,013","32,609","153,358","185,967","1,042","2,658","6,065","1,052","4,947","5,999"
mn-06-121352,mn,6,121352,581B 3 AVENUE,40.748289,-73.976105,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,667","15,858","35,786","3,693","32,812","36,505",312,512,"1,154",119,"1,058","1,178"
mn-06-121358,mn,6,121358,203 EAST 45 STREET,40.75266482,-73.97284287,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,443","61,654","184,968","25,660","244,448","270,107",659,"1,989","5,967",828,"7,885","8,713"
mn-06-121360,mn,6,121360,200 EAST 40 STREET,40.74934112,-73.97518642,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,321","27,651","92,709","10,153","93,267","103,419",333,892,"2,991",328,"3,009","3,336"
mn-06-121362,mn,6,121362,660 3 AVENUE,40.75095973,-73.97446736,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"33,735","76,631","198,452","33,661","113,938","147,599","1,088","2,472","6,402","1,086","3,675","4,761"
mn-06-121364,mn,6,121364,605 3 AVENUE,40.748914,-73.975648,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,085","27,005","68,494","5,796","55,093","60,889",422,871,"2,209",187,"1,777","1,964"
mn-06-121368,mn,6,121368,163 EAST 42 STREET,40.75118164,-73.97518778,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"46,524","112,483","259,421","44,037","196,249","240,286","1,501","3,628","8,368","1,421","6,331","7,751"
mn-06-121369,mn,6,121369,770 2 AVENUE,40.749203,-73.972507,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,244","38,069","90,404","14,066","82,794","96,860",589,"1,228","2,916",454,"2,671","3,125"
mn-06-121370,mn,6,121370,200 EAST 46 STREET,40.753196,-73.972445,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,893","66,133","228,411","47,975","294,763","342,738",771,"2,133","7,368","1,548","9,508","11,056"
mn-06-121377,mn,6,121377,133 EAST 40 STREET,40.75013253,-73.9767944,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,945","34,917","98,660","16,961","143,098","160,059",514,"1,126","3,183",547,"4,616","5,163"
mn-06-121413,mn,6,121413,857 2 AVENUE,40.75234297,-73.97052358,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,454","58,232","158,581","15,153","144,398","159,550",724,"1,878","5,116",489,"4,658","5,147"
mn-06-121416,mn,6,121416,743 2 AVENUE,40.748513,-73.973319,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,354","29,338","86,482","12,842","109,416","122,258",431,946,"2,790",414,"3,530","3,944"
mn-06-121418,mn,6,121418,767 2 AVENUE,40.74929182,-73.97275057,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,943","35,858","101,485","11,231","93,051","104,282",514,"1,157","3,274",362,"3,002","3,364"
mn-06-121424,mn,6,121424,681 2 AVENUE,40.74665132,-73.97468574,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"28,343","48,331","91,116","10,323","73,225","83,547",914,"1,559","2,939",333,"2,362","2,695"
mn-06-121426,mn,6,121426,705 2 AVENUE,40.74725106,-73.97424149,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,620","35,813","72,112","7,823","55,180","63,002",601,"1,155","2,326",252,"1,780","2,032"
mn-06-121427,mn,6,121427,728 2 AVENUE,40.74796623,-73.9734053,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,036","24,361","52,913","7,710","53,792","61,501",388,786,"1,707",249,"1,735","1,984"
mn-06-121429,mn,6,121429,748 2 AVENUE,40.74857853,-73.97296141,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,158","22,884","56,580","6,749","106,250","112,999",360,738,"1,825",218,"3,427","3,645"
mn-06-121430,mn,6,121430,563 2 AVENUE,40.74303942,-73.97730732,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"25,611","62,637","143,989","21,442","140,509","161,951",826,"2,021","4,645",692,"4,533","5,224"
mn-06-121439,mn,6,121439,519 2 AVENUE,40.74159316,-73.97836301,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,484","39,875","94,994","14,100","107,521","121,622",499,"1,286","3,064",455,"3,468","3,923"
mn-06-121442,mn,6,121442,539 2 AVENUE,40.74223411,-73.97789516,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,399","33,965","92,884","108,021","219,905","327,926",497,"1,096","2,996","3,485","7,094","10,578"
mn-06-121457,mn,6,121457,245 EAST 23 STREET,40.73805173,-73.98105517,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,987","49,111","116,086","23,111","137,409","160,520",709,"1,584","3,745",746,"4,433","5,178"
mn-06-121488,mn,6,121488,323 3 AVENUE,40.739528,-73.982489,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,839","44,991","142,982","46,147","180,761","226,908",446,"1,451","4,612","1,489","5,831","7,320"
mn-06-121489,mn,6,121489,172 EAST 24 STREET,40.739531,-73.982889,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,591","28,337","107,295","16,946","257,071","274,016",342,914,"3,461",547,"8,293","8,839"
mn-06-121490,mn,6,121490,201 EAST 23 STREET,40.738827,-73.982886,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"27,877","73,118","191,912","36,496","201,401","237,896",899,"2,359","6,191","1,177","6,497","7,674"
mn-06-121495,mn,6,121495,154 EAST 29 STREET,40.742625,-73.980628,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"11,561","30,644","114,406","111,166","608,257","719,424",373,989,"3,691","3,586","19,621","23,207"
mn-06-121496,mn,6,121496,395 3 AVENUE,40.742007,-73.98068,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"18,153","54,502","177,719","32,231","278,992","311,223",586,"1,758","5,733","1,040","9,000","10,039"
mn-06-121498,mn,6,121498,373 3 AVENUE,40.74116898,-73.98129694,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,951","25,768","100,534","15,713","192,085","207,799",289,831,"3,243",507,"6,196","6,703"
mn-06-121499,mn,6,121499,359 3 AVENUE,40.740775,-73.981576,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,729","24,065","95,633","10,969","270,302","281,272",346,776,"3,085",354,"8,719","9,073"
mn-06-121501,mn,6,121501,336 3 AVENUE,40.74004081,-73.98242356,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,022","28,650","163,165","49,508","245,638","295,146",291,924,"5,263","1,597","7,924","9,521"
mn-06-121502,mn,6,121502,489 3 AVENUE,40.745116,-73.978416,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"30,748","92,343","268,505","36,255","375,066","411,321",992,"2,979","8,661","1,170","12,099","13,268"
mn-06-121505,mn,6,121505,151 EAST 31 STREET,40.74395034,-73.97965465,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,244","37,985","112,341","17,962","153,882","171,843",524,"1,225","3,624",579,"4,964","5,543"
mn-06-121506,mn,6,121506,200 EAST 30 STREET,40.743093,-73.979813,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,977","35,525","98,328","14,169","118,354","132,523",419,"1,146","3,172",457,"3,818","4,275"
mn-06-121511,mn,6,121511,543 3 AVENUE,40.74705,-73.977005,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,973","33,824","106,746","13,194","219,123","232,316",515,"1,091","3,443",426,"7,068","7,494"
mn-06-121512,mn,6,121512,528 3 AVENUE,40.74653888,-73.97768758,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,154","21,817","60,545","11,481","87,631","99,112",360,704,"1,953",370,"2,827","3,197"
mn-06-121513,mn,6,121513,525 3 AVENUE,40.746449,-73.977444,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,424","35,413","117,877","13,243","133,946","147,189",498,"1,142","3,802",427,"4,321","4,748"
mn-06-121519,mn,6,121519,596 3 AVENUE,40.7488188,-73.97602629,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,358","27,713","65,918","7,837","79,320","87,156",495,894,"2,126",253,"2,559","2,811"
mn-06-121521,mn,6,121521,578 3 AVENUE,40.74838329,-73.9763443,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,248","14,287","33,831","3,495","28,052","31,546",266,461,"1,091",113,905,"1,018"
mn-06-121522,mn,6,121522,560 3 AVENUE,40.74778786,-73.97677658,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,628","34,703","131,703","19,900","225,580","245,480",472,"1,119","4,248",642,"7,277","7,919"
mn-06-121527,mn,6,121527,639 3 AVENUE,40.750156,-73.974741,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,412","36,436","93,563","11,779","75,993","87,772",529,"1,175","3,018",380,"2,451","2,831"
mn-06-121529,mn,6,121529,155 EAST 40 STREET,40.74960493,-73.9755338,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"18,316","61,972","244,940","39,491","339,228","378,719",591,"1,999","7,901","1,274","10,943","12,217"
mn-06-121531,mn,6,121531,716 3 AVENUE,40.75262285,-73.97325385,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"29,653","123,726","353,601","25,204","269,750","294,953",957,"3,991","11,406",813,"8,702","9,515"
mn-06-121535,mn,6,121535,685 3 AVENUE,40.751497,-73.973765,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"24,104","67,158","190,322","50,993","269,684","320,677",778,"2,166","6,139","1,645","8,699","10,344"
mn-06-121536,mn,6,121536,676 3 AVENUE,40.75140578,-73.97414247,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"22,809","63,423","158,049","15,360","164,242","179,602",736,"2,046","5,098",495,"5,298","5,794"
mn-06-121538,mn,6,121538,300 EAST 45 STREET,40.75163236,-73.97065717,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,698","60,049","106,740","8,947","56,725","65,672",313,"1,937","3,443",289,"1,830","2,118"
mn-06-121539,mn,6,121539,355 3 AVENUE,40.740573,-73.981729,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,619","30,491","120,363","15,267","216,238","231,505",375,984,"3,883",492,"6,975","7,468"
mn-06-121649,mn,6,121649,20 EAST 35 STREET,40.74832255,-73.9823716,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"26,823","54,047","126,799","25,766","115,194","140,960",865,"1,743","4,090",831,"3,716","4,547"
mn-06-121669,mn,6,121669,877 1 AVENUE,40.75341389,-73.96665144,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,116","44,699","109,553","21,608","156,605","178,214",617,"1,442","3,534",697,"5,052","5,749"
mn-06-121671,mn,6,121671,401 EAST 48 STREET,40.75254917,-73.96672853,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,688","36,860","91,852","18,509","109,791","128,300",571,"1,189","2,963",597,"3,542","4,139"
mn-06-121676,mn,6,121676,943 1 AVENUE,40.7550807,-73.96543425,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,858","25,193","82,360","12,162","137,129","149,291",318,813,"2,657",392,"4,424","4,816"
mn-06-121677,mn,6,121677,944 1 AVENUE,40.75499065,-73.96518956,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,903","30,029","87,107","11,634","131,971","143,605",384,969,"2,810",375,"4,257","4,632"
mn-06-121680,mn,6,121680,400 EAST 51 STREET,40.75437122,-73.96565023,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,849","33,619","87,672","13,636","137,289","150,925",479,"1,084","2,828",440,"4,429","4,869"
mn-06-121683,mn,6,121683,1000 1 AVENUE,40.75687875,-73.96381797,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,259","21,772","50,980","4,880","33,919","38,799",331,702,"1,645",157,"1,094","1,252"
mn-06-121692,mn,6,121692,1026 1 AVENUE,40.75770122,-73.96321332,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,163","23,736","70,009","8,658","164,143","172,801",360,766,"2,258",279,"5,295","5,574"
mn-06-121694,mn,6,121694,1021 1 AVENUE,40.75760431,-73.96359345,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,735","35,768","94,630","10,663","121,249","131,913",508,"1,154","3,053",344,"3,911","4,255"
mn-06-121695,mn,6,121695,1011 1 AVENUE,40.75717377,-73.96390551,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,132","18,775","52,376","8,581","84,402","92,983",262,606,"1,690",277,"2,723","2,999"
mn-06-121703,mn,6,121703,1044 1 AVENUE,40.7581134,-73.96291405,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"24,751","59,679","135,727","19,326","132,528","151,854",798,"1,925","4,378",623,"4,275","4,899"
mn-06-121733,mn,6,121733,950 3 AVENUE,40.76013485,-73.9677744,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"14,537","24,839","56,130","5,113","55,620","60,733",469,801,"1,811",165,"1,794","1,959"
mn-06-121746,mn,6,121746,988 3 AVENUE,40.76148352,-73.96677926,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"32,295","65,505","156,252","19,241","111,713","130,954","1,042","2,113","5,040",621,"3,604","4,224"
mn-06-121769,mn,6,121769,1066 2 AVENUE,40.75868871,-73.96558891,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,296","43,140","110,004","14,313","108,082","122,396",526,"1,392","3,549",462,"3,487","3,948"
mn-06-121773,mn,6,121773,1077 2 AVENUE,40.75923366,-73.96550379,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,100","50,126","104,266","13,640","84,442","98,081",745,"1,617","3,363",440,"2,724","3,164"
mn-06-121778,mn,6,121778,1004 2 AVENUE,40.75678,-73.96698,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,614","53,625","133,437","21,491","208,894","230,386",697,"1,730","4,304",693,"6,739","7,432"
mn-06-121785,mn,6,121785,962 2 AVENUE,40.755335,-73.968041,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,823","45,757","121,731","21,165","108,392","129,557",543,"1,476","3,927",683,"3,497","4,179"
mn-06-121787,mn,6,121787,300 EAST 52 STREET,40.75601841,-73.96746716,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,631","41,746","123,193","22,498","247,486","269,983",504,"1,347","3,974",726,"7,983","8,709"
mn-06-121790,mn,6,121790,300 EAST 48 STREET,40.753496,-73.969261,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,307","31,751","79,202","11,930","120,243","132,172",494,"1,024","2,555",385,"3,879","4,264"
mn-06-121791,mn,6,121791,260 EAST 48 STREET,40.7536606,-73.96964871,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"20,735","47,645","110,837","16,798","127,952","144,750",669,"1,537","3,575",542,"4,127","4,669"
mn-06-121792,mn,6,121792,300 EAST 49 STREET,40.754138,-73.968836,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"25,931","58,560","144,168","22,551","158,830","181,381",836,"1,889","4,651",727,"5,124","5,851"
mn-06-121794,mn,6,121794,251 EAST 49 STREET,40.75439185,-73.9691842,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,797","26,366","65,551","12,330","88,636","100,966",445,851,"2,115",398,"2,859","3,257"
mn-06-121813,mn,6,121813,770 3 AVENUE,40.75451175,-73.97187609,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,381","45,236","132,933","15,849","213,765","229,614",625,"1,459","4,288",511,"6,896","7,407"
mn-06-121816,mn,6,121816,754 3 AVENUE,40.753899,-73.972326,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,153","55,503","170,940","31,111","239,322","270,434",682,"1,790","5,514","1,004","7,720","8,724"
mn-06-121820,mn,6,121820,160 EAST 50 STREET,40.75587721,-73.97102968,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"25,074","77,785","236,866","53,812","374,175","427,987",809,"2,509","7,641","1,736","12,070","13,806"
mn-06-121822,mn,6,121822,798 3 AVENUE,40.75535623,-73.97125096,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"20,596","41,782","109,297","16,101","197,379","213,479",664,"1,348","3,526",519,"6,367","6,886"
mn-06-121824,mn,6,121824,797 3 AVENUE,40.75523348,-73.97103228,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"17,907","33,331","84,129","8,458","69,905","78,362",578,"1,075","2,714",273,"2,255","2,528"
mn-06-121831,mn,6,121831,200 EAST 51 STREET,40.75632633,-73.9701433,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,618","57,746","176,982","21,534","175,755","197,288",697,"1,863","5,709",695,"5,670","6,364"
mn-06-121836,mn,6,121836,909 3 AVENUE,40.75837712,-73.9687589,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,992","39,162","92,750","9,065","106,910","115,975",516,"1,263","2,992",292,"3,449","3,741"
mn-06-121839,mn,6,121839,164 EAST 53 STREET,40.75772905,-73.96961496,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,013","78,098","185,107","31,474","256,841","288,315",904,"2,519","5,971","1,015","8,285","9,300"
mn-06-121842,mn,6,121842,162 EAST 55 STREET,40.758993,-73.968727,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,751","46,791","243,551","30,555","402,967","433,522",508,"1,509","7,856",986,"12,999","13,985"
mn-06-121849,mn,6,121849,949 3 AVENUE,40.75963164,-73.96782751,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,680","27,677","106,967","9,989","112,064","122,052",409,893,"3,451",322,"3,615","3,937"
mn-06-121850,mn,6,121850,166 EAST 56 STREET,40.75961,-73.968242,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,287","39,724","122,066","32,182","158,469","190,651",461,"1,281","3,938","1,038","5,112","6,150"
mn-06-121854,mn,6,121854,909 3 AVENUE,40.75881998,-73.96841698,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",98.93%,"14,663","35,205","92,006","7,610","98,793","106,403",473,"1,136","2,968",245,"3,187","3,432"
mn-06-121857,mn,6,121857,953 3 AVENUE,40.76034713,-73.96730567,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,797","31,898","90,954","5,975","54,553","60,528",542,"1,029","2,934",193,"1,760","1,953"
mn-06-123261,mn,6,123261,133 EAST 14 STREET,40.73347,-73.987384,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"32,170","77,125","204,498","29,624","235,809","265,433","1,038","2,488","6,597",956,"7,607","8,562"
mn-06-123285,mn,6,123285,353 EAST 14 STREET,40.73152105,-73.9827647,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,423","39,085","94,080","10,248","101,271","111,520",627,"1,261","3,035",331,"3,267","3,597"
mn-06-123287,mn,6,123287,223 EAST 14 STREET,40.7329605,-73.98617294,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,804","51,928","195,906","29,647","282,568","312,215",607,"1,675","6,320",956,"9,115","10,071"
mn-06-123634,mn,6,123634,203 3 AVENUE,40.735626,-73.985322,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,581","19,715","52,007","8,770","43,144","51,913",341,636,"1,678",283,"1,392","1,675"
mn-06-123801,mn,6,123801,325 EAST 14 STREET,40.73195957,-73.98380229,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,142","39,792","177,269","29,260","353,968","383,228",488,"1,284","5,718",944,"11,418","12,362"
mn-06-123822,mn,6,123822,243 3 AVENUE,40.736789,-73.984486,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"18,626","40,384","99,796","12,114","90,626","102,740",601,"1,303","3,219",391,"2,923","3,314"
