Census Tract,FIPS Code,Formatted FIPS,Estimated number of households without broadband internet such a
"36005020200, NY",36005020200,36005020200,343
"36047003600, NY",36047003600,36047003600,329
"36061005501, NY",36061005501,36061005501,313
"36047118202, NY",36047118202,36047118202,194
"36061003001, NY",36061003001,36061003001,885
"36005004001, NY",36005004001,36005004001,153
"36081049500, NY",36081049500,36081049500,112
"36005039902, NY",36005039902,36005039902,813
"36047111000, NY",36047111000,36047111000,546
"36005023100, NY",36005023100,36005023100,207
"36005034300, NY",36005034300,36005034300,124
"36061018600, NY",36061018600,36061018600,778
"36047028300, NY",36047028300,36047028300,600
"36081015300, NY",36081015300,36081015300,193
"36061028500, NY",36061028500,36061028500,713
"36081011400, NY",36081011400,36081011400,118
"36005041100, NY",36005041100,36005041100,492
"36005023301, NY",36005023301,36005023301,619
"36061001200, NY",36061001200,36061001200,973
"36047036502, NY",36047036502,36047036502,175
"36005022901, NY",36005022901,36005022901,849
"36047028502, NY",36047028502,36047028502,619
"36047021700, NY",36047021700,36047021700,385
"36047026300, NY",36047026300,36047026300,338
"36005015500, NY",36005015500,36005015500,464
"36005022701, NY",36005022701,36005022701,560
"36047056800, NY",36047056800,36047056800,92
"36081056500, NY",36081056500,36081056500,180
"36047063200, NY",36047063200,36047063200,173
"36005012101, NY",36005012101,36005012101,407
"36005014702, NY",36005014702,36005014702,606
"36005013000, NY",36005013000,36005013000,107
"36061005900, NY",36061005900,36061005900,435
"36061020901, NY",36061020901,36061020901,904
"36047051601, NY",36047051601,36047051601,569
"36005033202, NY",36005033202,36005033202,674
"36061005502, NY",36061005502,36061005502,160
"36047012801, NY",36047012801,36047012801,177
"36005033201, NY",36005033201,36005033201,715
"36081026901, NY",36081026901,36081026901,387
"36081054500, NY",36081054500,36081054500,457
"36005005002, NY",36005005002,36005005002,969
"36061001402, NY",36061001402,36061001402,636
"36081050500, NY",36081050500,36081050500,102
"36047114202, NY",36047114202,36047114202,212
"36047063600, NY",36047063600,36047063600,65
"36047008600, NY",36047008600,36047008600,0
"36005007700, NY",36005007700,36005007700,224
"36047009200, NY",36047009200,36047009200,491
"36081046100, NY",36081046100,36081046100,186
"36047018600, NY",36047018600,36047018600,187
"36005018302, NY",36005018302,36005018302,486
"36047098400, NY",36047098400,36047098400,143
"36047101600, NY",36047101600,36047101600,146
"36081008100, NY",36081008100,36081008100,100
"36047003000, NY",36047003000,36047003000,166
"36005024501, NY",36005024501,36005024501,671
"36081011900, NY",36081011900,36081011900,144
"36081006501, NY",36081006501,36081006501,259
"36081079701, NY",36081079701,36081079701,1123
"36081003000, NY",36081003000,36081003000,140
"36047079601, NY",36047079601,36047079601,533
"36005008900, NY",36005008900,36005008900,538
"36061014602, NY",36061014602,36061014602,560
"36061015602, NY",36061015602,36061015602,225
"36061023400, NY",36061023400,36061023400,939
"36061005700, NY",36061005700,36061005700,161
"36005012701, NY",36005012701,36005012701,402
"36047014700, NY",36047014700,36047014700,132
"36081016100, NY",36081016100,36081016100,250
"36005017701, NY",36005017701,36005017701,465
"36047051002, NY",36047051002,36047051002,628
"36081014900, NY",36081014900,36081014900,244
"36047094402, NY",36047094402,36047094402,577
"36047079802, NY",36047079802,36047079802,556
"36061002601, NY",36061002601,36061002601,670
"36061024301, NY",36061024301,36061024301,496
"36061004500, NY",36061004500,36061004500,44
"36005002300, NY",36005002300,36005002300,1023
"36047018501, NY",36047018501,36047018501,607
"36005020502, NY",36005020502,36005020502,389
"36061019000, NY",36061019000,36061019000,484
"36005015900, NY",36005015900,36005015900,255
"36061002602, NY",36061002602,36061002602,700
"36047002901, NY",36047002901,36047002901,379
"36081076902, NY",36081076902,36081076902,105
"36047050804, NY",36047050804,36047050804,709
"36005042901, NY",36005042901,36005042901,462
"36081025302, NY",36081025302,36081025302,243
"36047053900, NY",36047053900,36047053900,544
"36061017401, NY",36061017401,36061017401,880
"36005023703, NY",36005023703,36005023703,542
"36005024502, NY",36005024502,36005024502,599
"36047006300, NY",36047006300,36047006300,90
"36005021200, NY",36005021200,36005021200,547
"36085008900, NY",36085008900,36085008900,N/A
"36061003601, NY",36061003601,36061003601,574
"36061022102, NY",36061022102,36061022102,278
"36061011402, NY",36061011402,36061011402,204
"36061011401, NY",36061011401,36061011401,136
"36081018501, NY",36081018501,36081018501,283
"36005036502, NY",36005036502,36005036502,311
"36081018502, NY",36081018502,36081018502,310
"36081018101, NY",36081018101,36081018101,300
"36005005001, NY",36005005001,36005005001,748
"36047004900, NY",36047004900,36047004900,83
"36047000502, NY",36047000502,36047000502,161
"36005018102, NY",36005018102,36005018102,587
"36005042902, NY",36005042902,36005042902,649
"36005039200, NY",36005039200,36005039200,175
"36081018102, NY",36081018102,36081018102,509
"36005023502, NY",36005023502,36005023502,700
"36005038301, NY",36005038301,36005038301,548
"36005036501, NY",36005036501,36005036501,489
"36047036001, NY",36047036001,36047036001,708
"36005022902, NY",36005022902,36005022902,492
"36005036901, NY",36005036901,36005036901,408
"36061001401, NY",36061001401,36061001401,477
"36061028100, NY",36061028100,36061028100,220
"36005016900, NY",36005016900,36005016900,236
"36005036700, NY",36005036700,36005036700,248
"36005022404, NY",36005022404,36005022404,757
"36005023600, NY",36005023600,36005023600,242
"36005022300, NY",36005022300,36005022300,876
"36047048900, NY",36047048900,36047048900,1091
"36047051602, NY",36047051602,36047051602,484
"36081064101, NY",36081064101,36081064101,230
"36081024700, NY",36081024700,36081024700,181
"36005021501, NY",36005021501,36005021501,470
"36061003602, NY",36061003602,36061003602,244
"36005040303, NY",36005040303,36005040303,603
"36047036002, NY",36047036002,36047036002,1046
"36061004200, NY",36061004200,36061004200,246
"36005022401, NY",36005022401,36005022401,502
"36061030700, NY",36061030700,36061030700,660
"36047000501, NY",36047000501,36047000501,406
"36061020102, NY",36061020102,36061020102,449
"36005002701, NY",36005002701,36005002701,511
"36047028501, NY",36047028501,36047028501,53
"36047076600, NY",36047076600,36047076600,179
"36005040501, NY",36005040501,36005040501,582
"36047018700, NY",36047018700,36047018700,194
"36047025901, NY",36047025901,36047025901,320
"36005022102, NY",36005022102,36005022102,796
"36061011201, NY",36061011201,36061011201,68
"36047061003, NY",36047061003,36047061003,138
"36061000100, NY",36061000100,36061000100,0
"36061003002, NY",36061003002,36061003002,899
"36081026902, NY",36081026902,36081026902,473
"36061011202, NY",36061011202,36061011202,13
"36047050801, NY",36047050801,36047050801,513
"36061011203, NY",36061011203,36061011203,112
"36005017902, NY",36005017902,36005017902,455
"36005018101, NY",36005018101,36005018101,347
"36005017901, NY",36005017901,36005017901,628
"36047051001, NY",36047051001,36047051001,535
"36061025900, NY",36061025900,36061025900,379
"36061014601, NY",36061014601,36061014601,291
"36061014401, NY",36061014401,36061014401,509
"36061015601, NY",36061015601,36061015601,540
"36005005300, NY",36005005300,36005005300,771
"36005026701, NY",36005026701,36005026701,349
"36005005902, NY",36005005902,36005005902,363
"36061021500, NY",36061021500,36061021500,554
"36005022101, NY",36005022101,36005022101,400
"36005036902, NY",36005036902,36005036902,332
"36081057900, NY",36081057900,36081057900,138
"36005018301, NY",36005018301,36005018301,883
"36005023704, NY",36005023704,36005023704,438
"36005040304, NY",36005040304,36005040304,495
"36005021301, NY",36005021301,36005021301,197
"36085013301, NY",36085013301,36085013301,338
"36005023501, NY",36005023501,36005023501,585
"36047007200, NY",36047007200,36047007200,259
"36061014700, NY",36061014700,36061014700,169
"36005023302, NY",36005023302,36005023302,308
"36061023900, NY",36061023900,36061023900,456
"36047035601, NY",36047035601,36047035601,537
"36005003800, NY",36005003800,36005003800,158
"36005040302, NY",36005040302,36005040302,603
"36061024900, NY",36061024900,36061024900,151
"36061002700, NY",36061002700,36061002700,275
"36047025902, NY",36047025902,36047025902,541
"36005040701, NY",36005040701,36005040701,582
"36061002202, NY",36061002202,36061002202,523
"36047050803, NY",36047050803,36047050803,272
"36061020101, NY",36061020101,36061020101,81
"36061014801, NY",36061014801,36061014801,180
"36061015001, NY",36061015001,36061015001,121
"36061015802, NY",36061015802,36061015802,227
"36061016002, NY",36061016002,36061016002,193
"36005012102, NY",36005012102,36005012102,175
"36061017402, NY",36061017402,36061017402,430
"36005022702, NY",36005022702,36005022702,250
"36005023702, NY",36005023702,36005023702,129
"36061019702, NY",36061019702,36061019702,419
"36061020701, NY",36061020701,36061020701,353
"36061026700, NY",36061026700,36061026700,140
"36005022703, NY",36005022703,36005022703,117
"36061023502, NY",36061023502,36061023502,384
